zip_code,arrest_count,lat,lon,borough,crime_per_10k,murder,rape,robbery,fel_assault,burglary,gr_larceny,gla,total,borough_display
11377,369,40.74548303891097,-73.90360543694831,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11378,242,40.72605584451599,-73.91503002288277,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11379,132,40.71939147707442,-73.87656022021652,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11385,1500,40.70077707123051,-73.87616403733166,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11411,364,40.69614646525237,-73.73672785439665,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11412,584,40.694744682962344,-73.7603920228681,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11413,859,40.666072082764636,-73.75194163682184,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11414,181,40.656077284716126,-73.84434154359481,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11415,1416,40.708783041154284,-73.83007058889118,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11416,314,40.684859804553646,-73.84930248022665,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11417,1384,40.675772206895324,-73.84237054745753,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11418,1451,40.702738895829796,-73.83048839917568,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11419,812,40.689144843257445,-73.82632454838321,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11420,347,40.669167618487656,-73.81655019579206,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11421,425,40.69551923972539,-73.85589284758026,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11422,1678,40.65329020777783,-73.73744945902813,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11423,499,40.71674382943792,-73.7710369569397,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11426,110,40.73754261889471,-73.72637724662607,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11427,190,40.729645773797245,-73.74322784926277,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11428,1335,40.72285692777179,-73.73596901938791,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11429,256,40.710892020916404,-73.73479880815354,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11430,54,40.64341100681422,-73.78837581545343,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11432,3281,40.71471873038493,-73.79687477269295,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11433,1253,40.69935461415957,-73.78795272139489,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
11434,2873,40.67586854759372,-73.7741392970285,queens,104.1,57.0,427.0,2802.0,5637.0,2797.0,9034.0,4297.0,25051.0,Queens
