zip_code,lat,lon,nearest_subway_dist_miles,nearest_subway
10043,40.70417381085561,-74.00701224036132,0.23262673011529156,Wall St
10081,40.70778026932896,-74.00892434916366,0.06729006726832046,Wall St
10096,40.75475231169589,-73.98278800368452,0.08584810616071505,5 Av
10097,40.762191180782516,-73.98480628519836,0.07337822796717637,50 St
10196,40.756866608164806,-73.98208452979605,0.13446768609839765,47-50 Sts-Rockefeller Ctr
10196,40.75675477336381,-73.98129304117796,0.1316910134291125,47-50 Sts-Rockefeller Ctr
10275,40.70571097700851,-74.01410313646855,0.06174051531603337,Bowling Green
10265,40.70509305752376,-74.00798678137092,0.1418288398295478,Wall St
10045,40.708477720156175,-74.00878603516084,0.1163483146981713,Wall St
10047,40.73954038010208,-73.9863353907695,0.028800344161179263,23 St-Baruch College
10047,40.73954038010208,-73.9863353907695,0.028800344161179263,23 St-Baruch College
10080,40.7106903876494,-74.01211571237708,0.07499906421042517,Cortlandt St
10203,40.707161408451135,-74.01184057965838,0.027335802773153773,Wall St
10259,40.70866770811586,-74.01008512324351,0.12387201786344737,Fulton St
10260,40.706252236627286,-74.00861065800484,0.051770574578977525,Wall St
10285,40.713459666620814,-74.01478813789191,0.21155290497403623,WTC Cortlandt
10286,40.70646287927449,-74.00915136047135,0.024963161741565255,Wall St
11370,40.791441583513695,-73.88407670841765,1.903402435950629,Longwood Av
10065,40.76254705954836,-73.95942247845736,0.4368507576372829,72 St
10075,40.77162204511819,-73.95133578007102,0.43367691007302955,86 St
10069,40.777615247467374,-73.98964583856647,0.5327779808401523,72 St
10281,40.712232007591375,-74.01577556804526,0.24905329452307054,WTC Cortlandt
10282,40.715620119967156,-74.01553915817847,0.3488248188936443,WTC Cortlandt
